DIST	Incumbent	Biden 2020	Trump 2020	Harris 2024	Trump 2024	2026 PVI	2026 Raw PVI	2026 PVI Rank	2025 PVI	2025 Raw PVI	2025 PVI Rank	Raw PVI Shift
AL-01	OPEN (Moore) (R)	111504	209022	103121	220876	R+17	-17.43714107	394	R+27	-27.31458	431	9.9
AL-02	Shomari Figures (D)	139947	166756	123962	165887	R+7	-6.52170754	259	D+5	4.708121	162	-11.2
AL-03	Mike Rogers (R)	93356	225352	82865	230044	R+23	-22.82030907	422	R+23	-22.82031	419	0
AL-04	Robert Aderholt (R)	60120	262489	53096	267955	R+33	-32.94239104	435	R+33	-32.94239	435	0
AL-05	Dale Strong (R)	122869	216421	122345	224703	R+15	-14.511741	366	R+15	-14.51174	358	0
AL-06	Gary Palmer (R)	116892	233531	112016	231535	R+17	-17.21155726	393	R+20	-19.70024	401	2.5
AL-07	Terri Sewell (D)	204936	127599	175158	121748	D+10	9.648003585	124	D+13	12.790294	100	-3.1
AK-AL	Nick Begich III (R)	153778	189951	140026	184458	R+6	-6.455302417	258	R+6	-6.4553	261	0
AZ-01	OPEN (Schweikert) (R)	231932	225358	216232	230237	R+1	-1.001531831	213	R+1	-1.00153	222	0
AZ-02	Eli Crane (R)	183604	215441	174969	237306	R+7	-6.672298381	265	R+7	-6.6723	265	0
AZ-03	Yassamin Ansari (D)	171701	55096	147522	62762	D+22	21.53708177	44	D+22	21.537082	47	0
AZ-04	Greg Stanton (D)	201312	163234	182893	159723	D+4	3.836749204	173	D+4	3.836749	174	0
AZ-05	OPEN (Biggs) (R)	171191	239509	175673	264571	R+10	-9.656569019	303	R+10	-9.65657	300	0
AZ-06	Juan Ciscomani (R)	214838	214441	216024	219323	EVEN	-0.277528118	209	EVEN	-0.27753	215	0
AZ-07	Adelita Grijalva (D)	194401	97456	170352	108028	D+13	12.54269633	96	D+13	12.542696	104	0
AZ-08	Abraham Hamadeh (R)	171082	225856	162183	226186	R+8	-7.909789482	282	R+8	-7.90979	281	0
AZ-09	Paul Gosar (R)	132082	225295	137012	262106	R+15	-15.01871479	371	R+15	-15.01871	364	0
AR-01	Rick Crawford (R)	80521	197853	72187	196030	R+23	-22.58830794	421	R+23	-22.58831	418	0
AR-02	French Hill (R)	140249	183943	131085	180715	R+8	-7.658615776	275	R+8	-7.65862	276	0
AR-03	Steve Womack (R)	110479	180794	112073	189161	R+13	-12.61901748	354	R+13	-12.61902	341	0
AR-04	Bruce Westerman (R)	92683	198057	81560	193335	R+20	-19.78320807	407	R+20	-19.78321	402	0
CA-01	James Gallagher (R)	212964	147017	186118	144379	D+7	7.020964493	144	R+12	-12.06509	339	19.1
CA-02	Jared Huffman (D)	263170	144491	236559	140577	D+13	13.17794234	90	D+24	23.862211	36	-10.7
CA-03	Ami Bera (D)	217623	163088	195637	158302	D+6	5.741306343	157	R+2	-1.71142	224	7.5
CA-04	Mike Thompson (D)	214496	138292	191767	141870	D+8	8.3034485	133	D+17	16.776941	84	-8.5
CA-05	Tom McClintock (R)	159852	215543	139207	214129	R+10	-9.810899028	307	R+8	-8.3944	287	-1.4
CA-06	Kevin Kiley (I)	196529	151560	176808	148595	D+5	4.861249005	164	D+8	7.745836	143	-2.9
CA-07	Doris Matsui (D)	220144	146476	190078	145585	D+7	7.477532559	142	D+16	16.310085	87	-8.8
CA-08	John Garamendi (D)	241492	94851	204496	98043	D+19	18.63986437	63	D+24	23.787415	37	-5.1
CA-09	Josh Harder (D)	183175	105771	145369	114692	D+8	7.767160706	139	D+1	0.918222	205	6.8
CA-10	Mark DeSaulnier (D)	282092	122486	246078	119171	D+18	17.95583281	70	D+18	18.127789	71	-0.2
CA-11	OPEN (Pelosi) (D)	339716	46188	295462	50870	D+36	35.98672304	6	D+36	35.986596	6	0
CA-12	Lateefah Simon (D)	328667	31678	269134	33869	D+39	39.4139939	2	D+39	39.412775	2	0
CA-13	Adam Gray (D)	128684	89225	101620	100584	D+2	2.450716564	186	R+1	-0.70055	220	3.2
CA-14	VACANT (Swalwell) (D)	234592	85794	186701	87449	D+19	19.37682759	58	D+20	19.621198	59	-0.2
CA-15	Kevin Mullin (D)	272983	71576	220581	74238	D+26	25.91612134	28	D+26	25.915003	26	0
CA-16	Sam Liccardo (D)	284912	85226	245899	82180	D+25	25.45208142	29	D+26	25.640419	27	-0.2
CA-17	Ro Khanna (D)	221507	75429	177909	74901	D+21	21.42392965	45	D+21	20.915996	52	0.5
CA-18	Zoe Lofgren (D)	187853	73682	148780	81245	D+16	16.46180067	80	D+17	17.045973	81	-0.6
CA-19	Jimmy Panetta (D)	283131	119846	246279	116839	D+18	18.4275974	66	D+18	18.419975	70	0
CA-20	Vince Fong (R)	118319	204971	103279	204922	R+16	-15.7226102	379	R+15	-14.82286	360	-0.9
CA-21	Jim Costa (D)	137371	88586	104265	92155	D+5	5.005890535	161	D+4	4.054859	173	1
CA-22	David Valadao (R)	108930	76598	81787	84903	D+1	1.472457198	199	R+1	-0.60167	218	2.1
CA-23	Jay Obernolte (R)	128992	165463	107871	161463	R+9	-9.014898953	296	R+8	-7.74623	278	-1.3
CA-24	Salud Carbajal (D)	239698	129955	214110	126390	D+13	13.36688874	88	D+13	13.411887	94	0
CA-25	Raul Ruiz (D)	162219	115733	139914	124149	D+4	4.324452801	170	D+3	2.902073	186	1.4
CA-26	OPEN (Brownley) (D)	227110	142642	193041	140581	D+9	8.747287824	128	D+8	7.624462	144	1.1
CA-27	George T. Whitesides (D)	193710	128922	157989	129110	D+6	6.277304385	151	D+3	3.077109	184	3.2
CA-28	Judy Chu (D)	240596	120216	199342	116660	D+14	13.97742019	86	D+15	14.766635	92	-0.8
CA-29	Luz Rivas (D)	205835	66753	156045	75636	D+19	19.38797037	57	D+20	20.02409	57	-0.6
CA-30	Laura Friedman (D)	273452	101697	233195	96618	D+21	21.24688779	46	D+22	21.824169	44	-0.6
CA-31	Gil Cisneros (D)	203333	120410	159433	123733	D+8	7.924603307	136	D+10	10.490716	127	-2.6
CA-32	Brad Sherman (D)	261121	127773	219567	129605	D+14	13.94285345	87	D+17	17.295698	79	-3.4
CA-33	Pete Aguilar (D)	170325	99061	132778	108364	D+7	7.098482698	143	D+7	6.611886	149	0.5
CA-34	Jimmy Gomez (D)	205047	42312	156727	48089	D+28	28.10936399	20	D+28	28.110616	18	0
CA-35	Norma Torres (D)	176058	107853	136329	116134	D+6	5.997700346	155	D+8	7.53851	146	-1.5
CA-36	Ted Lieu (D)	299632	113497	261596	111024	D+21	20.78032188	51	D+21	20.786584	54	0
CA-37	Sydney Kamlager-Dove (D)	239694	34727	185187	42992	D+33	32.70040955	10	D+33	32.700128	10	0
CA-38	OPEN (Sánchez) (D)	192239	106965	142692	110315	D+8	8.356447276	132	D+10	10.070472	129	-1.7
CA-39	Mark Takano (D)	164929	95580	125176	102730	D+7	7.015952838	145	D+7	7.085728	147	-0.1
CA-40	Young Kim (R)	179744	210083	161562	208143	R+6	-5.702568095	249	R+1	-0.67309	219	-5
CA-41	Linda Sánchez (D)	215396	125512	172636	128616	D+9	8.770470554	127	R+2	-2.41851	229	11.2
CA-42	Robert Garcia (D)	227988	151313	192318	146358	D+8	7.610868252	140	D+18	18.463916	68	-10.9
CA-43	Maxine Waters (D)	218705	46038	162810	53414	D+27	27.12034368	25	D+27	27.112798	23	0
CA-44	Nanette Barragán (D)	197434	58412	145104	67794	D+20	20.40478776	54	D+19	19.259169	61	1.1
CA-45	Derek Tran (D)	182099	148046	151753	139879	D+3	2.811240133	182	D+1	1.37553	202	1.4
CA-46	Lou Correa (D)	164307	90684	128614	91814	D+10	9.8647273	119	D+11	10.7423	123	-0.9
CA-47	Dave Min (D)	219008	157105	190234	154166	D+6	5.979673665	156	D+3	3.037599	185	2.9
CA-48	OPEN (Issa) (R)	179202	154412	165379	154130	D+2	2.244192558	189	R+7	-7.46265	273	9.7
CA-49	Mike Levin (D)	229526	167891	211929	164903	D+7	6.61343193	147	D+4	4.448513	165	2.2
CA-50	Scott Peters (D)	239765	154464	214075	146222	D+10	9.761954185	121	D+16	15.704417	88	-5.9
CA-51	Sara Jacobs (D)	233972	145350	205084	140213	D+10	9.960620375	118	D+13	12.576302	103	-2.6
CA-52	Juan Vargas (D)	201155	99185	156736	108793	D+11	11.00989247	109	D+13	12.861293	98	-1.9
CO-01	OPEN (DeGette) (D)	315948	72393	280661	75483	D+29	29.4387925	18	D+29	29.438792	16	0
CO-02	Joe Neguse (D)	306506	128792	295695	123971	D+20	20.4430125	53	D+20	20.443012	56	0
CO-03	Jeff Hurd (R)	184112	218130	178501	218065	R+5	-4.803299152	236	R+5	-4.8033	245	0
CO-04	Lauren Boebert (R)	174794	256803	182901	267113	R+9	-9.397527995	299	R+9	-9.39753	295	0
CO-05	Jeff Crank (R)	160878	198616	165522	199615	R+5	-4.818501169	237	R+5	-4.8185	246	0
CO-06	Jason Crow (D)	232156	140803	210533	139305	D+11	10.69195122	114	D+11	10.691951	124	0
CO-07	Brittany Petterson (D)	256152	190966	249924	183164	D+8	7.598055701	141	D+8	7.598056	145	0
CO-08	Gabe Evans (R)	173806	158104	164422	170725	EVEN	-0.118818498	207	EVEN	-0.11882	213	0
CT-01	John B. Larson (D)	227799	126740	208405	129726	D+12	12.2839212	101	D+12	12.283921	109	0
CT-02	Joe Courtney (D)	214358	169409	205994	175984	D+4	4.405331149	167	D+4	4.405331	167	0
CT-03	Rosa DeLauro (D)	213005	142077	191831	143737	D+8	7.86651377	137	D+8	7.866514	141	0
CT-04	Jim Himes (D)	230419	119638	206080	127034	D+13	12.84943196	94	D+13	12.849432	99	0
CT-05	Jahana Hayes (D)	195129	156744	179743	160437	D+3	3.486888878	174	D+3	3.486889	176	0
DE-AL	Sarah McBride (D)	296268	200603	289758	214351	D+8	8.011194443	134	D+8	8.011194	139	0
FL-01	Jimmy Patronis (R)	139203	275564	130047	286312	R+18	-18.18872709	401	R+18	-18.23476	393	0
FL-02	OPEN (Dunn) (R)	180593	225707	166349	241011	R+8	-8.265968088	286	R+8	-8.18097	312	-0.1
FL-03	Kat Cammack (R)	166674	222024	155705	239803	R+10	-9.758631705	304	R+10	-9.77901	323	1
FL-04	Aaron Bean (R)	184068	210863	173074	220114	R+5	-5.339412966	241	R+5	-5.33884	192	6.2
FL-05	John Rutherford (R)	176973	244305	169106	262791	R+10	-10.13708564	311	R+10	-10.11841	352	6.3
FL-06	Randy Fine (R)	161022	262093	152600	285318	R+14	-14.35580839	365	R+14	-14.36992	382	10.1
FL-07	Cory Mills (R)	202046	226041	184389	237638	R+5	-5.437104148	245	R+5	-5.437	244	-4.2
FL-08	Mike Haridopolis (R)	190788	237424	177979	247784	R+8	-7.514503553	273	R+11	-10.69087	283	-0.1
FL-09	Darren Soto (D)	171889	197172	152205	218724	R+8	-7.586152533	274	D+4	3.528002	301	0
FL-10	Maxwell Frost (D)	220525	110247	183316	111659	D+13	13.27224203	89	D+13	12.64112	102	0.6
FL-11	OPEN (Webster) (R)	189517	230117	187138	257579	R+7	-7.15412234	271	R+8	-7.52917	272	0.2
FL-12	Gus Bilirakis (R)	185004	208306	159992	218925	R+7	-6.577870782	261	R+17	-16.70691	255	0
FL-13	Anna Paulina Luna (R)	199274	233340	174633	228934	R+6	-6.034948867	254	R+5	-5.35036	253	0
FL-14	Kathy Castor (D)	189458	200699	171478	212233	R+4	-4.348039885	233	D+5	5.325868	175	-11.1
FL-15	Laurel Lee (R)	173755	215554	157393	236555	R+9	-8.882456616	295	R+5	-4.65943	317	3.2
FL-16	OPEN (Buchanan) (R)	199416	222824	184339	243417	R+6	-5.877068404	253	R+7	-6.97714	250	-0.7
FL-17	Greg Steube (R)	189104	250655	174415	274186	R+10	-10.09466326	310	R+11	-11.06762	348	-0.5
FL-18	Scott Franklin (R)	162062	199004	152345	215216	R+8	-7.698183104	277	R+14	-13.99477	306	0
FL-19	OPEN (Donalds) (R)	165037	259154	145965	273568	R+14	-14.18415186	363	R+14	-13.64365	369	8.4
FL-20	VACANT (Cherfilus-McCormick) (D)	265212	91710	221083	100489	D+20	20.13443404	55	D+22	21.573887	76	4.2
FL-21	Brian Mast (R)	199523	238441	186840	259933	R+7	-7.250761806	272	R+7	-7.44503	275	0.4
FL-22	OPEN (Wasserman Schultz) (D)	198114	186929	171280	211914	R+4	-3.618320127	228	D+4	4.314914	170	-7.9
FL-23	Lois Frankel (D)	226632	130749	191314	144504	D+9	8.57591218	130	D+2	2.369553	159	-9.7
FL-24	Frederica Wilson (D)	246096	67594	191452	83867	D+22	21.76175894	42	D+18	17.535466	46	-1.4
FL-25	Jared Moskowitz (D)	209005	188734	169978	204494	R+3	-2.824315248	223	D+5	4.518934	164	-7.3
FL-26	Mario Díaz-Balart (R)	169398	173413	131900	191796	R+7	-7.090236238	269	R+16	-15.5041	269	1.1
FL-27	María Elvira Salazar (R)	177712	178550	142685	191851	R+6	-5.545611113	247	R+6	-5.57982	249	0
FL-28	Carlos A. Giménez (R)	158945	181518	124038	209511	R+10	-10.44317461	322	R+10	-10.39298	356	0
GA-01	OPEN (Carter) (R)	144348	189659	152044	209567	R+8	-7.665938267	276	R+8	-7.66594	277	0
GA-02	Sanford Bishop (D)	173868	140913	169719	145335	D+4	4.206089183	171	D+4	4.206089	171	0
GA-03	Brian Jack (R)	132203	248167	145794	270285	R+15	-15.03582769	373	R+15	-15.03583	366	0
GA-04	Hank Johnson (D)	248553	65339	234442	71913	D+27	27.18583127	23	D+27	27.185831	21	0
GA-05	Nikema Williams (D)	298153	45247	300056	48084	D+36	36.34227311	5	D+36	36.342273	5	0
GA-06	Lucy McBath (D)	272522	90694	280498	92535	D+25	25.14806566	31	D+25	25.148066	30	0
GA-07	Rich McCormick (R)	161754	239986	166299	261674	R+11	-10.79606136	329	R+11	-10.79606	319	0
GA-08	Austin Scott (R)	117855	209131	119268	225258	R+15	-15.03071377	372	R+15	-15.03071	365	0
GA-09	Andrew Clyde (R)	121435	239400	131077	267231	R+17	-16.91010723	392	R+17	-16.91011	383	0
GA-10	OPEN (Collins) (R)	145845	225968	162239	249684	R+11	-10.65925827	326	R+11	-10.65926	316	0
GA-11	OPEN (Loudermilk) (R)	149122	234735	158729	257356	R+12	-11.68167687	347	R+12	-11.68168	334	0
GA-12	Rick Allen (R)	151132	185716	149036	198451	R+7	-6.621039951	262	R+7	-6.62104	262	0
GA-13	VACANT (Scott) (D)	248790	104145	257813	103087	D+21	21.19511399	48	D+21	21.195114	50	0
GA-14	Clay Fuller (R)	108927	242737	121003	262657	R+19	-18.60689163	403	R+19	-18.60689	396	0
HI-01	Ed Case (D)	178642	96335	153039	91498	D+13	13.1739974	91	D+13	13.173997	96	0
HI-02	Jill Tokuda (D)	187488	100529	160005	102163	D+12	12.04272805	104	D+12	12.042728	114	0
ID-01	Russ Fulcher (R)	132250	303091	126556	343893	R+22	-22.23446508	420	R+22	-22.23447	415	0
ID-02	Mike Simpson (R)	154771	251028	148416	261353	R+13	-13.30539062	359	R+13	-13.30539	344	0
IL-01	Jonathan Jackson (D)	260603	103996	214217	109217	D+18	17.53827859	72	D+18	17.538279	75	0
IL-02	OPEN (Kelly) (D)	231751	97960	196151	97554	D+18	17.65614423	71	D+18	17.656144	74	0
IL-03	Delia Ramirez (D)	207593	84240	172024	88947	D+17	17.21630267	75	D+17	17.216303	80	0
IL-04	OPEN (García) (D)	175512	62888	133997	74151	D+17	16.68215457	79	D+17	16.682155	85	0
IL-05	Mike Quigley (D)	277409	117539	254132	115335	D+19	19.1424822	59	D+19	19.142482	62	0
IL-06	Sean Casten (D)	216096	173057	190484	170366	D+3	3.468227864	176	D+3	3.468228	178	0
IL-07	OPEN (Davis) (D)	275189	41098	227588	46356	D+34	34.055328	7	D+34	34.055328	7	0
IL-08	OPEN (Krishnamoorthi) (D)	189424	138006	162608	141333	D+5	4.582912974	165	D+5	4.582913	163	0
IL-09	OPEN (Schakowsky) (D)	265548	108247	234530	107885	D+19	19.12503432	60	D+19	19.125034	63	0
IL-10	Brad Schneider (D)	220381	128394	198886	126235	D+12	11.6715583	105	D+12	11.671558	116	0
IL-11	Bill Foster (D)	215225	157122	198858	157499	D+6	6.297919682	149	D+6	6.29792	151	0
IL-12	Mike Bost (R)	106021	270032	102644	264476	R+22	-21.98720543	418	R+22	-21.98721	413	0
IL-13	Nikki Budzinski (D)	195779	155480	180465	145725	D+5	5.423010986	160	D+5	5.423011	158	0
IL-14	Lauren Underwood (D)	191092	151020	173950	156554	D+3	3.433025714	177	D+3	3.433026	180	0
IL-15	Mary Miller (R)	116839	270062	111678	263289	R+20	-20.11768229	409	R+20	-20.11768	404	0
IL-16	Darin LaHood (R)	152609	238764	147751	236247	R+11	-11.39884168	344	R+11	-11.39884	330	0
IL-17	Eric Sorensen (D)	174844	148986	162895	147904	D+3	2.801978878	183	D+3	2.801979	188	0
IN-01	Frank J. Mrvan (D)	181832	153363	161625	160330	D+1	1.207576107	201	D+1	1.207576	204	0
IN-02	Rudy Yakym (R)	117685	187968	107778	187182	R+13	-12.97431297	357	R+13	-12.97431	342	0
IN-03	Marlin Stutzman (R)	111649	209895	107773	207946	R+16	-15.72242358	378	R+16	-15.72242	371	0
IN-04	Jim Baird (R)	118417	219030	114999	213001	R+15	-14.93640796	370	R+15	-14.93641	363	0
IN-05	Victoria Spartz (R)	151399	210207	150105	212150	R+8	-8.460583086	289	R+8	-8.46058	288	0
IN-06	Jefferson Shreve (R)	109392	215314	107012	212902	R+16	-16.49485026	383	R+16	-16.49485	377	0
IN-07	André Carson (D)	213498	84813	189586	77134	D+21	21.19771536	47	D+21	21.197715	49	0
IN-08	Mark Messmer (R)	112346	225275	103784	223051	R+18	-17.87028808	398	R+18	-17.87029	388	0
IN-09	Erin Houchin (R)	126280	223992	121011	226651	R+15	-14.88661066	368	R+15	-14.88661	361	0
IA-01	Mariannette Miller-Meeks (R)	203400	215742	190502	226309	R+4	-3.594505747	227	R+4	-3.59451	238	0
IA-02	OPEN (Hinson) (R)	203246	222312	186017	227941	R+4	-4.362796807	234	R+4	-4.3628	243	0
IA-03	Zach Nunn (R)	205590	207042	199043	217645	R+2	-1.722998541	215	R+2	-1.723	225	0
IA-04	OPEN (Feenstra) (R)	146825	252576	131716	255124	R+15	-15.27767883	377	R+15	-15.27768	368	0
KS-01	Tracey Mann (R)	110565	206458	103889	200988	R+16	-15.7291318	380	R+16	-15.72913	372	0
KS-02	Derek Schmidt (R)	130811	183252	120738	181316	R+10	-9.612876865	301	R+10	-9.61288	299	0
KS-03	Sharice Davids (D)	205619	187733	203405	187105	D+2	2.128726526	191	D+2	2.128727	195	0
KS-04	Ron Estes (R)	123325	193958	116821	189393	R+12	-11.67505907	346	R+12	-11.67506	333	0
KY-01	James Comer (R)	98067	248605	88125	250232	R+23	-23.39915558	427	R+23	-23.39916	423	0
KY-02	Brett Guthrie (R)	108585	237267	100536	245734	R+20	-20.38033081	410	R+20	-20.38033	405	0
KY-03	Morgan McGarvey (D)	220409	138631	194747	131840	D+10	10.06541626	117	D+10	10.065416	130	0
KY-04	Thomas Massie (R)	122873	245599	117644	250916	R+18	-17.72833209	396	R+18	-17.72833	386	0
KY-05	Hal Rogers (R)	64518	258770	55275	257630	R+32	-31.76688414	434	R+32	-31.76688	434	0
KY-06	OPEN (Barr) (R)	158022	197774	147751	201185	R+7	-7.144033854	270	R+7	-7.14403	271	0
LA-01	Steve Scalise (R)	111184	258965	107889	246297	R+20	-19.64967472	406	R+19	-19.4734	399	-0.2
